关键词,技术领域,细分方向,产业板块,核心程度得分,匹配类型,上下文要求,来源类型
立体脑电电极,神经电极与探针,深部与立体脑电电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
深部脑电电极,神经电极与探针,深部与立体脑电电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
深脑记录电极,神经电极与探针,深部与立体脑电电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
脑深部微电极,神经电极与探针,深部与立体脑电电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
深部刺激记录电极,神经电极与探针,深部与立体脑电电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
深脑双向电极,神经电极与探针,深部与立体脑电电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
深部神经探针,神经电极与探针,深部与立体脑电电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
脑机干电极,神经电极与探针,无创干湿电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院/上下文补充
脑电干电极,神经电极与探针,无创干湿电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院/上下文补充
干电极,神经电极与探针,无创干湿电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院/上下文补充
微针干电极,神经电极与探针,无创干湿电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院/上下文补充
入耳式脑电电极,神经电极与探针,无创干湿电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院/上下文补充
耳脑电电极,神经电极与探针,无创干湿电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院/上下文补充
凝胶脑电电极,神经电极与探针,无创干湿电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院/上下文补充
湿式脑电电极,神经电极与探针,无创干湿电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院/上下文补充
湿电极,神经电极与探针,无创干湿电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院/上下文补充
盐水脑电电极,神经电极与探针,无创干湿电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院/上下文补充
主动脑电电极,神经电极与探针,无创干湿电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院/上下文补充
半干式脑电电极,神经电极与探针,无创干湿电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院/上下文补充
脑电帽电极,神经电极与探针,无创干湿电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院/上下文补充
脑电帽,神经电极与探针,无创干湿电极,上游核心器件,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/中国信通院/上下文补充
神经电极阻抗,神经电极与探针,电极界面与性能,上游核心器件,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/FDA/科研机构
电极脑组织贴合,神经电极与探针,电极界面与性能,上游核心器件,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/FDA/科研机构
脑电极信噪比,神经电极与探针,电极界面与性能,上游核心器件,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/FDA/科研机构
电极电荷注入容量,神经电极与探针,电极界面与性能,上游核心器件,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/FDA/科研机构
神经电极电荷密度,神经电极与探针,电极界面与性能,上游核心器件,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/FDA/科研机构
电极接触阻抗,神经电极与探针,电极界面与性能,上游核心器件,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/FDA/科研机构
脑电极通道密度,神经电极与探针,电极界面与性能,上游核心器件,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/FDA/科研机构
神经电极长期稳定性,神经电极与探针,电极界面与性能,上游核心器件,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/FDA/科研机构
神经电极漂移,神经电极与探针,电极界面与性能,上游核心器件,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/FDA/科研机构
神经电极封装,神经电极与探针,电极界面与性能,上游核心器件,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/FDA/科研机构
脑电极铂铱,电极材料与微纳制造,导电与贵金属材料,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
神经电极铂铱合金,电极材料与微纳制造,导电与贵金属材料,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
神经电极铂黑,电极材料与微纳制造,导电与贵金属材料,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
脑电极金,电极材料与微纳制造,导电与贵金属材料,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
脑电极银氯化银,电极材料与微纳制造,导电与贵金属材料,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
Ag/AgCl脑电极,电极材料与微纳制造,导电与贵金属材料,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
铱氧化物神经电极,电极材料与微纳制造,导电与贵金属材料,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
钛氮神经电极,电极材料与微纳制造,导电与贵金属材料,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
多孔铂神经电极,电极材料与微纳制造,导电与贵金属材料,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
脑电极石墨烯,电极材料与微纳制造,碳与导电聚合物,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/科研机构
神经电极石墨烯,电极材料与微纳制造,碳与导电聚合物,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/科研机构
碳纳米管脑电极,电极材料与微纳制造,碳与导电聚合物,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/科研机构
碳纤维神经电极,电极材料与微纳制造,碳与导电聚合物,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/科研机构
PEDOT:PSS神经电极,电极材料与微纳制造,碳与导电聚合物,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/科研机构
导电聚合物神经电极,电极材料与微纳制造,碳与导电聚合物,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/科研机构
聚吡咯神经电极,电极材料与微纳制造,碳与导电聚合物,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/科研机构
有机电化学晶体管神经接口,电极材料与微纳制造,碳与导电聚合物,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/科研机构
OECT神经接口,电极材料与微纳制造,碳与导电聚合物,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,附件报告/科研机构
神经电极聚酰亚胺,电极材料与微纳制造,柔性基底与水凝胶,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,中国信通院2025/科研机构
神经电极聚对二甲苯,电极材料与微纳制造,柔性基底与水凝胶,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,中国信通院2025/科研机构
Parylene神经电极,电极材料与微纳制造,柔性基底与水凝胶,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,中国信通院2025/科研机构
神经电极水凝胶,电极材料与微纳制造,柔性基底与水凝胶,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,中国信通院2025/科研机构
导电水凝胶脑电极,电极材料与微纳制造,柔性基底与水凝胶,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,中国信通院2025/科研机构
细菌纤维素脑电极,电极材料与微纳制造,柔性基底与水凝胶,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,中国信通院2025/科研机构
丝素蛋白神经电极,电极材料与微纳制造,柔性基底与水凝胶,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,中国信通院2025/科研机构
柔性塑料神经探针,电极材料与微纳制造,柔性基底与水凝胶,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,中国信通院2025/科研机构
可降解神经电极,电极材料与微纳制造,柔性基底与水凝胶,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,中国信通院2025/科研机构
脑组织模量匹配材料,电极材料与微纳制造,柔性基底与水凝胶,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,中国信通院2025/科研机构
神经电极生物相容性,电极材料与微纳制造,生物相容与界面涂层,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/科研机构/附件报告
脑植入电极生物相容,电极材料与微纳制造,生物相容与界面涂层,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/科研机构/附件报告
抗炎神经电极涂层,电极材料与微纳制造,生物相容与界面涂层,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/科研机构/附件报告
抗胶质瘢痕涂层,电极材料与微纳制造,生物相容与界面涂层,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/科研机构/附件报告
神经电极药物洗脱,电极材料与微纳制造,生物相容与界面涂层,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/科研机构/附件报告
脑电极抗蛋白吸附,电极材料与微纳制造,生物相容与界面涂层,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/科研机构/附件报告
神经界面组织整合,电极材料与微纳制造,生物相容与界面涂层,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/科研机构/附件报告
神经电极表面修饰,电极材料与微纳制造,生物相容与界面涂层,上游材料,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/科研机构/附件报告
脑机接口MEMS,电极材料与微纳制造,MEMS与微纳加工,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/资本研报
神经电极MEMS,电极材料与微纳制造,MEMS与微纳加工,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/资本研报
神经探针微纳加工,电极材料与微纳制造,MEMS与微纳加工,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/资本研报
脑电极光刻,电极材料与微纳制造,MEMS与微纳加工,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/资本研报
神经电极电子束曝光,电极材料与微纳制造,MEMS与微纳加工,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/资本研报
神经电极等离子刻蚀,电极材料与微纳制造,MEMS与微纳加工,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/资本研报
神经电极薄膜沉积,电极材料与微纳制造,MEMS与微纳加工,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/资本研报
神经探针晶圆级制造,电极材料与微纳制造,MEMS与微纳加工,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/资本研报
神经电极微纳封装,电极材料与微纳制造,MEMS与微纳加工,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/资本研报
脑信号采集芯片,脑机芯片与电路,采集模拟前端,上游核心器件,4,core,无需上下文,两份附件/工信部/资本研报
脑电采集芯片,脑机芯片与电路,采集模拟前端,上游核心器件,4,core,无需上下文,两份附件/工信部/资本研报
神经信号采集芯片,脑机芯片与电路,采集模拟前端,上游核心器件,4,core,无需上下文,两份附件/工信部/资本研报
神经记录芯片,脑机芯片与电路,采集模拟前端,上游核心器件,4,core,无需上下文,两份附件/工信部/资本研报
神经模拟前端,脑机芯片与电路,采集模拟前端,上游核心器件,4,core,无需上下文,两份附件/工信部/资本研报
神经AFE,脑机芯片与电路,采集模拟前端,上游核心器件,4,core,无需上下文,两份附件/工信部/资本研报
低噪声神经放大器,脑机芯片与电路,采集模拟前端,上游核心器件,4,core,无需上下文,两份附件/工信部/资本研报
脑电前置放大器,脑机芯片与电路,采集模拟前端,上游核心器件,4,core,无需上下文,两份附件/工信部/资本研报
神经信号模数转换器,脑机芯片与电路,采集模拟前端,上游核心器件,4,core,无需上下文,两份附件/工信部/资本研报
神经ADC,脑机芯片与电路,采集模拟前端,上游核心器件,4,core,无需上下文,两份附件/工信部/资本研报
高通道脑信号芯片,脑机芯片与电路,高通道采集,上游核心器件,4,core,无需上下文,中国信通院/工信部/资本研报
高密度神经采集芯片,脑机芯片与电路,高通道采集,上游核心器件,4,core,无需上下文,中国信通院/工信部/资本研报
千通道神经记录,脑机芯片与电路,高通道采集,上游核心器件,4,core,无需上下文,中国信通院/工信部/资本研报
多通道脑电采集芯片,脑机芯片与电路,高通道采集,上游核心器件,4,core,无需上下文,中国信通院/工信部/资本研报
通道复用神经芯片,脑机芯片与电路,高通道采集,上游核心器件,4,core,无需上下文,中国信通院/工信部/资本研报
高通量脑机芯片,脑机芯片与电路,高通道采集,上游核心器件,4,core,无需上下文,中国信通院/工信部/资本研报
脑信号通道管理,脑机芯片与电路,高通道采集,上游核心器件,4,core,无需上下文,中国信通院/工信部/资本研报
脑电同步采集芯片,脑机芯片与电路,高通道采集,上游核心器件,4,core,无需上下文,中国信通院/工信部/资本研报
神经采集刺激一体化芯片,脑机芯片与电路,刺激与记录一体,上游核心器件,5,core,无需上下文,中国信通院/工信部/资本研报
脑信号采集刺激芯片,脑机芯片与电路,刺激与记录一体,上游核心器件,5,core,无需上下文,中国信通院/工信部/资本研报
神经记录刺激芯片,脑机芯片与电路,刺激与记录一体,上游核心器件,5,core,无需上下文,中国信通院/工信部/资本研报
闭环神经调控芯片,脑机芯片与电路,刺激与记录一体,上游核心器件,5,core,无需上下文,中国信通院/工信部/资本研报
双向神经接口芯片,脑机芯片与电路,刺激与记录一体,上游核心器件,5,core,无需上下文,中国信通院/工信部/资本研报
脑机接口SoC,脑机芯片与电路,刺激与记录一体,上游核心器件,5,core,无需上下文,中国信通院/工信部/资本研报
神经接口片上系统,脑机芯片与电路,刺激与记录一体,上游核心器件,5,core,无需上下文,中国信通院/工信部/资本研报
感知计算调控一体芯片,脑机芯片与电路,刺激与记录一体,上游核心器件,5,core,无需上下文,中国信通院/工信部/资本研报
超低功耗脑机芯片,脑机芯片与电路,低功耗与无线通信,上游核心器件,4,core,无需上下文,中国信通院/工信部/FDA
低功耗神经处理芯片,脑机芯片与电路,低功耗与无线通信,上游核心器件,4,core,无需上下文,中国信通院/工信部/FDA
无线神经接口芯片,脑机芯片与电路,低功耗与无线通信,上游核心器件,4,core,无需上下文,中国信通院/工信部/FDA
植入式无线脑机芯片,脑机芯片与电路,低功耗与无线通信,上游核心器件,4,core,无需上下文,中国信通院/工信部/FDA
脑信号通信芯片,脑机芯片与电路,低功耗与无线通信,上游核心器件,4,core,无需上下文,中国信通院/工信部/FDA
神经数据无线传输,脑机芯片与电路,低功耗与无线通信,上游核心器件,4,core,无需上下文,中国信通院/工信部/FDA
脑机接口遥测,脑机芯片与电路,低功耗与无线通信,上游核心器件,4,core,无需上下文,中国信通院/工信部/FDA
反向散射神经接口,脑机芯片与电路,低功耗与无线通信,上游核心器件,4,core,无需上下文,中国信通院/工信部/FDA
植入体无线供能,脑机芯片与电路,低功耗与无线通信,上游核心器件,4,core,无需上下文,中国信通院/工信部/FDA
经皮无线供电,脑机芯片与电路,低功耗与无线通信,上游核心器件,4,core,无需上下文,中国信通院/工信部/FDA
脑机存算一体,脑机芯片与电路,存算传一体与神经形态,上游核心器件,4,core,无需上下文,两份附件/中国信通院/工信部
脑机计算存储传输一体化,脑机芯片与电路,存算传一体与神经形态,上游核心器件,4,core,无需上下文,两份附件/中国信通院/工信部
忆阻器脑电解码,脑机芯片与电路,存算传一体与神经形态,上游核心器件,4,core,无需上下文,两份附件/中国信通院/工信部
忆阻器神经接口,脑机芯片与电路,存算传一体与神经形态,上游核心器件,4,core,无需上下文,两份附件/中国信通院/工信部
神经形态脑机芯片,脑机芯片与电路,存算传一体与神经形态,上游核心器件,4,core,无需上下文,两份附件/中国信通院/工信部
类脑解码芯片,脑机芯片与电路,存算传一体与神经形态,上游核心器件,4,core,无需上下文,两份附件/中国信通院/工信部
片上脑信号解码,脑机芯片与电路,存算传一体与神经形态,上游核心器件,4,core,无需上下文,两份附件/中国信通院/工信部
边缘脑信号处理,脑机芯片与电路,存算传一体与神经形态,上游核心器件,4,core,无需上下文,两份附件/中国信通院/工信部
脑机端侧计算,脑机芯片与电路,存算传一体与神经形态,上游核心器件,4,core,无需上下文,两份附件/中国信通院/工信部
脑机植入体气密封装,脑机芯片与电路,封装可靠性,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/资本研报/科研机构
神经植入芯片封装,脑机芯片与电路,封装可靠性,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/资本研报/科研机构
陶瓷气密封装脑机,脑机芯片与电路,封装可靠性,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/资本研报/科研机构
植入体馈通,脑机芯片与电路,封装可靠性,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/资本研报/科研机构
脑机接口柔性互连,脑机芯片与电路,封装可靠性,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/资本研报/科研机构
植入芯片热管理,脑机芯片与电路,封装可靠性,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/资本研报/科研机构
神经芯片防水封装,脑机芯片与电路,封装可靠性,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/资本研报/科研机构
脑机植入体小型化,脑机芯片与电路,封装可靠性,上游制造,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,FDA/资本研报/科研机构
脑机信号采集系统,信号采集与传输,采集系统,中游采集分析,4,core,无需上下文,两份附件/中国信通院
脑电采集系统BCI,信号采集与传输,采集系统,中游采集分析,4,core,无需上下文,两份附件/中国信通院
神经信号记录系统,信号采集与传输,采集系统,中游采集分析,4,core,无需上下文,两份附件/中国信通院
颅内神经记录系统,信号采集与传输,采集系统,中游采集分析,4,core,无需上下文,两份附件/中国信通院
高密度脑电系统,信号采集与传输,采集系统,中游采集分析,4,core,无需上下文,两份附件/中国信通院
多导脑电采集,信号采集与传输,采集系统,中游采集分析,4,core,无需上下文,两份附件/中国信通院
脑电同步器,信号采集与传输,采集系统,中游采集分析,4,core,无需上下文,两份附件/中国信通院
神经数据采集器,信号采集与传输,采集系统,中游采集分析,4,core,无需上下文,两份附件/中国信通院
脑机采集终端,信号采集与传输,采集系统,中游采集分析,4,core,无需上下文,两份附件/中国信通院
脑信号放大,信号采集与传输,放大滤波与抗干扰,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
脑电低噪声放大,信号采集与传输,放大滤波与抗干扰,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
神经信号滤波,信号采集与传输,放大滤波与抗干扰,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
脑电陷波,信号采集与传输,放大滤波与抗干扰,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
脑电共模抑制,信号采集与传输,放大滤波与抗干扰,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
神经信号伪迹抑制,信号采集与传输,放大滤波与抗干扰,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
刺激伪迹消除,信号采集与传输,放大滤波与抗干扰,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
脑电运动伪迹消除,信号采集与传输,放大滤波与抗干扰,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
脑电工频干扰抑制,信号采集与传输,放大滤波与抗干扰,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
脑电信号质量评估,信号采集与传输,放大滤波与抗干扰,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
脑信号压缩,信号采集与传输,压缩同步与高速传输,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
神经数据压缩,信号采集与传输,压缩同步与高速传输,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
脑电无损压缩,信号采集与传输,压缩同步与高速传输,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
脑信号时间同步,信号采集与传输,压缩同步与高速传输,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
多通道神经数据同步,信号采集与传输,压缩同步与高速传输,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
脑信号高速传输,信号采集与传输,压缩同步与高速传输,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
神经数据低时延传输,信号采集与传输,压缩同步与高速传输,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
脑机无线通信协议,信号采集与传输,压缩同步与高速传输,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
脑机接口通信协议,信号采集与传输,压缩同步与高速传输,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
脑机数据链路,信号采集与传输,压缩同步与高速传输,中游采集分析,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/工信部
脑机信号预处理,信号预处理与特征,预处理与伪迹去除,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
脑电信号预处理,信号预处理与特征,预处理与伪迹去除,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
脑电去噪,信号预处理与特征,预处理与伪迹去除,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
脑电伪迹去除,信号预处理与特征,预处理与伪迹去除,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
眼电伪迹去除,信号预处理与特征,预处理与伪迹去除,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
肌电伪迹去除,信号预处理与特征,预处理与伪迹去除,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
脑电基线校正,信号预处理与特征,预处理与伪迹去除,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
脑电重参考,信号预处理与特征,预处理与伪迹去除,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
独立成分分析脑电,信号预处理与特征,预处理与伪迹去除,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
ICA脑电,信号预处理与特征,预处理与伪迹去除,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
小波脑电去噪,信号预处理与特征,预处理与伪迹去除,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
脑电空间滤波,信号预处理与特征,空间滤波与源定位,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
共空间模式,信号预处理与特征,空间滤波与源定位,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
CSP脑电,信号预处理与特征,空间滤波与源定位,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
滤波器组共空间模式,信号预处理与特征,空间滤波与源定位,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
FBCSP,信号预处理与特征,空间滤波与源定位,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
xDAWN脑电,信号预处理与特征,空间滤波与源定位,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
脑电源定位,信号预处理与特征,空间滤波与源定位,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
皮层源定位,信号预处理与特征,空间滤波与源定位,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
逆问题脑电,信号预处理与特征,空间滤波与源定位,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
波束形成脑磁,信号预处理与特征,空间滤波与源定位,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
头模型脑电,信号预处理与特征,空间滤波与源定位,中游算法,4,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研论文
脑电时频分析,信号预处理与特征,时频与连接特征,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
脑电频谱特征,信号预处理与特征,时频与连接特征,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
事件相关去同步,信号预处理与特征,时频与连接特征,中游算法,3,contextual,需脑机接口上下文，或脑/神经信号与交互解码上下文同时成立,两份附件/科研机构
