关键词,技术领域,细分方向,产业板块,核心程度得分,匹配类型,上下文要求,来源类型
离子液体压缩机,输氢,压缩与输送装备,输氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
氢气膨胀机,输氢,压缩与输送装备,输氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
氢气阀门,输氢,压缩与输送装备,输氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
氢用阀门,输氢,压缩与输送装备,输氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
氢气流量计,输氢,压缩与输送装备,输氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
氢气调压器,输氢,压缩与输送装备,输氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
氢气密封,输氢,压缩与输送装备,输氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
加氢站,加氢基础设施,加氢站,加氢,3,core,无需上下文,附件报告/行业研究
制氢加氢一体站,加氢基础设施,加氢站,加氢,3,core,无需上下文,附件报告/行业研究
油氢合建站,加氢基础设施,加氢站,加氢,3,core,无需上下文,附件报告/行业研究
气氢合建站,加氢基础设施,加氢站,加氢,3,core,无需上下文,附件报告/行业研究
液氢加氢站,加氢基础设施,加氢站,加氢,3,core,无需上下文,附件报告/行业研究
撬装加氢站,加氢基础设施,加氢站,加氢,3,core,无需上下文,附件报告/行业研究
加氢母站,加氢基础设施,加氢站,加氢,3,core,无需上下文,附件报告/行业研究
加氢子站,加氢基础设施,加氢站,加氢,3,core,无需上下文,附件报告/行业研究
加氢机,加氢基础设施,加氢站,加氢,3,core,无需上下文,附件报告/行业研究
加氢枪,加氢基础设施,加氢站,加氢,3,core,无需上下文,附件报告/行业研究
加氢口,加氢基础设施,加氢站,加氢,3,core,无需上下文,附件报告/行业研究
预冷加氢,加氢基础设施,加氢站,加氢,3,core,无需上下文,附件报告/行业研究
加氢站顺序控制盘,加氢基础设施,加氢站,加氢,3,core,无需上下文,附件报告/行业研究
氢燃料电池,氢能转化利用,燃料电池,用氢,4,core,无需上下文,附件报告/IEA
质子交换膜燃料电池,氢能转化利用,燃料电池,用氢,4,core,无需上下文,附件报告/IEA
PEMFC,氢能转化利用,燃料电池,用氢,4,core,无需上下文,附件报告/IEA
固体氧化物燃料电池,氢能转化利用,燃料电池,用氢,4,core,无需上下文,附件报告/IEA
SOFC,氢能转化利用,燃料电池,用氢,4,core,无需上下文,附件报告/IEA
碱性燃料电池,氢能转化利用,燃料电池,用氢,4,core,无需上下文,附件报告/IEA
AFC,氢能转化利用,燃料电池,用氢,4,core,无需上下文,附件报告/IEA
可逆燃料电池,氢能转化利用,燃料电池,用氢,4,core,无需上下文,附件报告/IEA
再生燃料电池,氢能转化利用,燃料电池,用氢,4,core,无需上下文,附件报告/IEA
燃料电池电堆,氢能转化利用,燃料电池,用氢,4,core,无需上下文,附件报告/IEA
燃料电池系统,氢能转化利用,燃料电池,用氢,4,core,无需上下文,附件报告/IEA
燃料电池膜电极,氢能转化利用,燃料电池材料部件,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
燃料电池催化剂,氢能转化利用,燃料电池材料部件,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
燃料电池双极板,氢能转化利用,燃料电池材料部件,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
燃料电池气体扩散层,氢能转化利用,燃料电池材料部件,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
燃料电池质子膜,氢能转化利用,燃料电池材料部件,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
燃料电池空压机,氢能转化利用,燃料电池材料部件,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
燃料电池氢循环泵,氢能转化利用,燃料电池材料部件,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
燃料电池引射器,氢能转化利用,燃料电池材料部件,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
燃料电池BOP,氢能转化利用,燃料电池材料部件,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/资本研报
氢燃气轮机,氢能转化利用,氢燃烧与动力,用氢,4,core,无需上下文,附件报告/行业研究
掺氢燃气轮机,氢能转化利用,氢燃烧与动力,用氢,4,core,无需上下文,附件报告/行业研究
纯氢燃烧,氢能转化利用,氢燃烧与动力,用氢,4,core,无需上下文,附件报告/行业研究
掺氢燃烧,氢能转化利用,氢燃烧与动力,用氢,4,core,无需上下文,附件报告/行业研究
氢气燃烧器,氢能转化利用,氢燃烧与动力,用氢,4,core,无需上下文,附件报告/行业研究
氢内燃机,氢能转化利用,氢燃烧与动力,用氢,4,core,无需上下文,附件报告/行业研究
氢能发动机,氢能转化利用,氢燃烧与动力,用氢,4,core,无需上下文,附件报告/行业研究
氢锅炉,氢能转化利用,氢燃烧与动力,用氢,4,core,无需上下文,附件报告/行业研究
氢氧燃烧,氢能转化利用,氢燃烧与动力,用氢,4,core,无需上下文,附件报告/行业研究
氢氨燃烧,氢能转化利用,氢燃烧与动力,用氢,4,core,无需上下文,附件报告/行业研究
氨氢混燃,氢能转化利用,氢燃烧与动力,用氢,4,core,无需上下文,附件报告/行业研究
氢能发电,氢能转化利用,发电储能与热电联供,用氢,3,core,无需上下文,附件报告/IEA
氢储能发电,氢能转化利用,发电储能与热电联供,用氢,3,core,无需上下文,附件报告/IEA
氢电转换,氢能转化利用,发电储能与热电联供,用氢,3,core,无需上下文,附件报告/IEA
氢能热电联供,氢能转化利用,发电储能与热电联供,用氢,3,core,无需上下文,附件报告/IEA
燃料电池热电联供,氢能转化利用,发电储能与热电联供,用氢,3,core,无需上下文,附件报告/IEA
氢能长时储能,氢能转化利用,发电储能与热电联供,用氢,3,core,无需上下文,附件报告/IEA
电氢电转换,氢能转化利用,发电储能与热电联供,用氢,3,core,无需上下文,附件报告/IEA
氢能备用电源,氢能转化利用,发电储能与热电联供,用氢,3,core,无需上下文,附件报告/IEA
氢能微电网,氢能转化利用,发电储能与热电联供,用氢,3,core,无需上下文,附件报告/IEA
氢冶金,工业脱碳应用,氢冶金,用氢,4,core,无需上下文,附件报告/国家能源局/资本研报
氢基冶金,工业脱碳应用,氢冶金,用氢,4,core,无需上下文,附件报告/国家能源局/资本研报
氢还原炼铁,工业脱碳应用,氢冶金,用氢,4,core,无需上下文,附件报告/国家能源局/资本研报
氢基直接还原铁,工业脱碳应用,氢冶金,用氢,4,core,无需上下文,附件报告/国家能源局/资本研报
富氢高炉,工业脱碳应用,氢冶金,用氢,4,core,无需上下文,附件报告/国家能源局/资本研报
高炉富氢,工业脱碳应用,氢冶金,用氢,4,core,无需上下文,附件报告/国家能源局/资本研报
氢基竖炉,工业脱碳应用,氢冶金,用氢,4,core,无需上下文,附件报告/国家能源局/资本研报
直接还原铁,工业脱碳应用,氢冶金,用氢,4,core,无需上下文,附件报告/国家能源局/资本研报
DRI,工业脱碳应用,氢冶金,用氢,4,core,无需上下文,附件报告/国家能源局/资本研报
氢基熔融还原,工业脱碳应用,氢冶金,用氢,4,core,无需上下文,附件报告/国家能源局/资本研报
绿氨,工业脱碳应用,绿色合成氨,氢基衍生品,4,core,无需上下文,附件报告/国家能源局/资本研报
绿色合成氨,工业脱碳应用,绿色合成氨,氢基衍生品,4,core,无需上下文,附件报告/国家能源局/资本研报
可再生氨,工业脱碳应用,绿色合成氨,氢基衍生品,4,core,无需上下文,附件报告/国家能源局/资本研报
电制氨,工业脱碳应用,绿色合成氨,氢基衍生品,4,core,无需上下文,附件报告/国家能源局/资本研报
绿氢合成氨,工业脱碳应用,绿色合成氨,氢基衍生品,4,core,无需上下文,附件报告/国家能源局/资本研报
柔性合成氨,工业脱碳应用,绿色合成氨,氢基衍生品,4,core,无需上下文,附件报告/国家能源局/资本研报
可再生能源合成氨,工业脱碳应用,绿色合成氨,氢基衍生品,4,core,无需上下文,附件报告/国家能源局/资本研报
氨氢耦合,工业脱碳应用,绿色合成氨,氢基衍生品,4,core,无需上下文,附件报告/国家能源局/资本研报
氨裂解制氢,工业脱碳应用,绿色合成氨,氢基衍生品,4,core,无需上下文,附件报告/国家能源局/资本研报
绿氨燃料,工业脱碳应用,绿色合成氨,氢基衍生品,4,core,无需上下文,附件报告/国家能源局/资本研报
绿色甲醇,工业脱碳应用,绿色甲醇与电燃料,氢基衍生品,4,core,无需上下文,附件报告/IEA/资本研报
绿醇,工业脱碳应用,绿色甲醇与电燃料,氢基衍生品,4,core,无需上下文,附件报告/IEA/资本研报
电制甲醇,工业脱碳应用,绿色甲醇与电燃料,氢基衍生品,4,core,无需上下文,附件报告/IEA/资本研报
可再生甲醇,工业脱碳应用,绿色甲醇与电燃料,氢基衍生品,4,core,无需上下文,附件报告/IEA/资本研报
绿氢制甲醇,工业脱碳应用,绿色甲醇与电燃料,氢基衍生品,4,core,无需上下文,附件报告/IEA/资本研报
二氧化碳加氢制甲醇,工业脱碳应用,绿色甲醇与电燃料,氢基衍生品,4,core,无需上下文,附件报告/IEA/资本研报
绿色航煤,工业脱碳应用,绿色甲醇与电燃料,氢基衍生品,4,core,无需上下文,附件报告/IEA/资本研报
电制航煤,工业脱碳应用,绿色甲醇与电燃料,氢基衍生品,4,core,无需上下文,附件报告/IEA/资本研报
合成航空燃料,工业脱碳应用,绿色甲醇与电燃料,氢基衍生品,4,core,无需上下文,附件报告/IEA/资本研报
电制燃料,工业脱碳应用,绿色甲醇与电燃料,氢基衍生品,4,core,无需上下文,附件报告/IEA/资本研报
e-fuel,工业脱碳应用,绿色甲醇与电燃料,氢基衍生品,4,core,无需上下文,附件报告/IEA/资本研报
eSAF,工业脱碳应用,绿色甲醇与电燃料,氢基衍生品,4,core,无需上下文,附件报告/IEA/资本研报
绿氢炼化,工业脱碳应用,炼化与化工,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/国家能源局
可再生氢炼化,工业脱碳应用,炼化与化工,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/国家能源局
绿氢加氢,工业脱碳应用,炼化与化工,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/国家能源局
清洁氢炼化,工业脱碳应用,炼化与化工,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/国家能源局
低碳氢化工,工业脱碳应用,炼化与化工,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/国家能源局
氢气化工原料替代,工业脱碳应用,炼化与化工,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/国家能源局
绿氢耦合煤化工,工业脱碳应用,炼化与化工,用氢,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/国家能源局
燃料电池汽车,交通应用,氢能交通,终端应用,2,core,无需上下文,附件报告/IEA
氢燃料电池汽车,交通应用,氢能交通,终端应用,2,core,无需上下文,附件报告/IEA
氢能重卡,交通应用,氢能交通,终端应用,2,core,无需上下文,附件报告/IEA
氢燃料重卡,交通应用,氢能交通,终端应用,2,core,无需上下文,附件报告/IEA
氢能公交,交通应用,氢能交通,终端应用,2,core,无需上下文,附件报告/IEA
氢能船舶,交通应用,氢能交通,终端应用,2,core,无需上下文,附件报告/IEA
氢动力船舶,交通应用,氢能交通,终端应用,2,core,无需上下文,附件报告/IEA
氢能航空,交通应用,氢能交通,终端应用,2,core,无需上下文,附件报告/IEA
氢动力无人机,交通应用,氢能交通,终端应用,2,core,无需上下文,附件报告/IEA
氢能轨道交通,交通应用,氢能交通,终端应用,2,core,无需上下文,附件报告/IEA
氢气泄漏检测,安全材料与标准,氢安全,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/行业研究
氢泄漏传感器,安全材料与标准,氢安全,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/行业研究
氢火焰探测,安全材料与标准,氢安全,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/行业研究
氢气爆炸抑制,安全材料与标准,氢安全,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/行业研究
氢气通风安全,安全材料与标准,氢安全,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/行业研究
氢安全监测,安全材料与标准,氢安全,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/行业研究
氢气风险评估,安全材料与标准,氢安全,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/行业研究
氢气安全阀,安全材料与标准,氢安全,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/行业研究
氢气放散,安全材料与标准,氢安全,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/行业研究
氢氧安全联锁,安全材料与标准,氢安全,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/行业研究
氢脆,安全材料与标准,氢相容与氢脆,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/科研机构补充
抗氢脆,安全材料与标准,氢相容与氢脆,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/科研机构补充
氢致开裂,安全材料与标准,氢相容与氢脆,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/科研机构补充
氢渗透,安全材料与标准,氢相容与氢脆,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/科研机构补充
氢相容性,安全材料与标准,氢相容与氢脆,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/科研机构补充
氢环境材料,安全材料与标准,氢相容与氢脆,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/科研机构补充
输氢管线钢,安全材料与标准,氢相容与氢脆,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/科研机构补充
氢气渗漏,安全材料与标准,氢相容与氢脆,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/科研机构补充
氢致疲劳,安全材料与标准,氢相容与氢脆,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/科研机构补充
氢用密封材料,安全材料与标准,氢相容与氢脆,安全与服务,3,contextual,需同时出现氢能与绿色能源上下文,附件报告/科研机构补充
氢气品质检测,安全材料与标准,标准检测认证,安全与服务,2,contextual,需同时出现氢能与绿色能源上下文,附件报告/IRENA/行业研究
氢气纯度检测,安全材料与标准,标准检测认证,安全与服务,2,contextual,需同时出现氢能与绿色能源上下文,附件报告/IRENA/行业研究
燃料氢质量,安全材料与标准,标准检测认证,安全与服务,2,contextual,需同时出现氢能与绿色能源上下文,附件报告/IRENA/行业研究
氢能标准,安全材料与标准,标准检测认证,安全与服务,2,contextual,需同时出现氢能与绿色能源上下文,附件报告/IRENA/行业研究
绿氢认证,安全材料与标准,标准检测认证,安全与服务,2,contextual,需同时出现氢能与绿色能源上下文,附件报告/IRENA/行业研究
可再生氢认证,安全材料与标准,标准检测认证,安全与服务,2,contextual,需同时出现氢能与绿色能源上下文,附件报告/IRENA/行业研究
氢碳足迹,安全材料与标准,标准检测认证,安全与服务,2,contextual,需同时出现氢能与绿色能源上下文,附件报告/IRENA/行业研究
氢生命周期评价,安全材料与标准,标准检测认证,安全与服务,2,contextual,需同时出现氢能与绿色能源上下文,附件报告/IRENA/行业研究
氢能计量,安全材料与标准,标准检测认证,安全与服务,2,contextual,需同时出现氢能与绿色能源上下文,附件报告/IRENA/行业研究
氢气在线分析,安全材料与标准,标准检测认证,安全与服务,2,contextual,需同时出现氢能与绿色能源上下文,附件报告/IRENA/行业研究
