关键词,技术领域,细分方向,产业板块,核心程度得分,匹配类型,上下文要求,来源类型
中子通量监测,等离子体控制与诊断,聚变中子与粒子诊断,控制诊断,4,core,无需上下文,附件论文/ITER
中子谱仪,等离子体控制与诊断,聚变中子与粒子诊断,控制诊断,4,core,无需上下文,附件论文/ITER
聚变产物诊断,等离子体控制与诊断,聚变中子与粒子诊断,控制诊断,4,core,无需上下文,附件论文/ITER
阿尔法粒子诊断,等离子体控制与诊断,聚变中子与粒子诊断,控制诊断,4,core,无需上下文,附件论文/ITER
快离子诊断,等离子体控制与诊断,聚变中子与粒子诊断,控制诊断,4,core,无需上下文,附件论文/ITER
中子相机,等离子体控制与诊断,聚变中子与粒子诊断,控制诊断,4,core,无需上下文,附件论文/ITER
伽马谱聚变诊断,等离子体控制与诊断,聚变中子与粒子诊断,控制诊断,4,core,无需上下文,附件论文/ITER
聚变人工智能控制,等离子体控制与诊断,智能控制与数字模型,控制诊断,4,core,无需上下文,附件论文/科研机构补充
聚变等离子体机器学习,等离子体控制与诊断,智能控制与数字模型,控制诊断,4,core,无需上下文,附件论文/科研机构补充
托卡马克机器学习,等离子体控制与诊断,智能控制与数字模型,控制诊断,4,core,无需上下文,附件论文/科研机构补充
聚变数字孪生,等离子体控制与诊断,智能控制与数字模型,控制诊断,4,core,无需上下文,附件论文/科研机构补充
聚变PINN,等离子体控制与诊断,智能控制与数字模型,控制诊断,4,core,无需上下文,附件论文/科研机构补充
物理信息神经网络聚变,等离子体控制与诊断,智能控制与数字模型,控制诊断,4,core,无需上下文,附件论文/科研机构补充
聚变集成仿真,等离子体控制与诊断,智能控制与数字模型,控制诊断,4,core,无需上下文,附件论文/科研机构补充
聚变多物理场模拟,等离子体控制与诊断,智能控制与数字模型,控制诊断,4,core,无需上下文,附件论文/科研机构补充
等离子体实时控制,等离子体控制与诊断,智能控制与数字模型,控制诊断,4,core,无需上下文,附件论文/科研机构补充
聚变真空室,真空室与真空系统,真空室,主机关键系统,4,core,无需上下文,附件论文/ITER/资本研报
托卡马克真空室,真空室与真空系统,真空室,主机关键系统,4,core,无需上下文,附件论文/ITER/资本研报
聚变双层真空室,真空室与真空系统,真空室,主机关键系统,4,core,无需上下文,附件论文/ITER/资本研报
托卡马克D形真空室,真空室与真空系统,真空室,主机关键系统,4,core,无需上下文,附件论文/ITER/资本研报
聚变真空室扇区,真空室与真空系统,真空室,主机关键系统,4,core,无需上下文,附件论文/ITER/资本研报
聚变真空室港口,真空室与真空系统,真空室,主机关键系统,4,core,无需上下文,附件论文/ITER/资本研报
聚变真空室焊接,真空室与真空系统,真空室,主机关键系统,4,core,无需上下文,附件论文/ITER/资本研报
聚变真空容器,真空室与真空系统,真空室,主机关键系统,4,core,无需上下文,附件论文/ITER/资本研报
聚变安全包容屏障,真空室与真空系统,真空室,主机关键系统,4,core,无需上下文,附件论文/ITER/资本研报
聚变真空系统,真空室与真空系统,真空与低温容器,配套系统,3,contextual,需核聚变上下文,附件论文/ITER/资本研报
托卡马克真空系统,真空室与真空系统,真空与低温容器,配套系统,3,contextual,需核聚变上下文,附件论文/ITER/资本研报
低温泵聚变,真空室与真空系统,真空与低温容器,配套系统,3,contextual,需核聚变上下文,附件论文/ITER/资本研报
聚变真空泵,真空室与真空系统,真空与低温容器,配套系统,3,contextual,需核聚变上下文,附件论文/ITER/资本研报
聚变检漏,真空室与真空系统,真空与低温容器,配套系统,3,contextual,需核聚变上下文,附件论文/ITER/资本研报
聚变杜瓦,真空室与真空系统,真空与低温容器,配套系统,3,contextual,需核聚变上下文,附件论文/ITER/资本研报
托卡马克杜瓦,真空室与真空系统,真空与低温容器,配套系统,3,contextual,需核聚变上下文,附件论文/ITER/资本研报
聚变低温恒温器,真空室与真空系统,真空与低温容器,配套系统,3,contextual,需核聚变上下文,附件论文/ITER/资本研报
聚变冷屏,真空室与真空系统,真空与低温容器,配套系统,3,contextual,需核聚变上下文,附件论文/ITER/资本研报
低温真空绝热,真空室与真空系统,真空与低温容器,配套系统,3,contextual,需核聚变上下文,附件论文/ITER/资本研报
聚变第一壁,等离子体面对部件,第一壁,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
托卡马克第一壁,等离子体面对部件,第一壁,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
聚变第一壁组件,等离子体面对部件,第一壁,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
聚变第一壁装甲,等离子体面对部件,第一壁,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
聚变第一壁冷却,等离子体面对部件,第一壁,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
面向等离子体第一壁,等离子体面对部件,第一壁,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
聚变钨第一壁,等离子体面对部件,第一壁,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
聚变第一壁热负荷,等离子体面对部件,第一壁,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
聚变偏滤器,等离子体面对部件,偏滤器,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
托卡马克偏滤器,等离子体面对部件,偏滤器,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
偏滤器靶板,等离子体面对部件,偏滤器,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
偏滤器盒,等离子体面对部件,偏滤器,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
偏滤器穹顶,等离子体面对部件,偏滤器,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
钨偏滤器,等离子体面对部件,偏滤器,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
液态金属偏滤器,等离子体面对部件,偏滤器,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
偏滤器脱靶,等离子体面对部件,偏滤器,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
偏滤器热流,等离子体面对部件,偏滤器,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
Divertor,等离子体面对部件,偏滤器,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
聚变高热流部件,等离子体面对部件,高热流部件,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
面向等离子体部件,等离子体面对部件,高热流部件,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
PFC部件,等离子体面对部件,高热流部件,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
钨铜模块,等离子体面对部件,高热流部件,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
钨铜连接,等离子体面对部件,高热流部件,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
CuCrZr热沉,等离子体面对部件,高热流部件,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
单体钨块,等离子体面对部件,高热流部件,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
钨铠甲,等离子体面对部件,高热流部件,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
高热流测试,等离子体面对部件,高热流部件,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
等离子体材料相互作用,等离子体面对部件,高热流部件,关键材料与部件,4,contextual,需核聚变上下文,ITER/科研机构/资本研报
聚变增殖包层,包层与能量转换,增殖包层,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA/资本研报
氚增殖包层,包层与能量转换,增殖包层,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA/资本研报
产氚包层,包层与能量转换,增殖包层,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA/资本研报
聚变堆包层,包层与能量转换,增殖包层,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA/资本研报
测试包层模块,包层与能量转换,增殖包层,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA/资本研报
TBM包层,包层与能量转换,增殖包层,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA/资本研报
氚增殖比,包层与能量转换,增殖包层,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA/资本研报
TBR,包层与能量转换,增殖包层,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA/资本研报
氚自持,包层与能量转换,增殖包层,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA/资本研报
包层中子学,包层与能量转换,增殖包层,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA/资本研报
固态增殖剂包层,包层与能量转换,固态增殖剂包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/科研机构
陶瓷增殖剂,包层与能量转换,固态增殖剂包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/科研机构
氦冷固态增殖包层,包层与能量转换,固态增殖剂包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/科研机构
HCPB包层,包层与能量转换,固态增殖剂包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/科研机构
水冷陶瓷增殖包层,包层与能量转换,固态增殖剂包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/科研机构
锂陶瓷小球,包层与能量转换,固态增殖剂包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/科研机构
偏钛酸锂,包层与能量转换,固态增殖剂包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/科研机构
正硅酸锂,包层与能量转换,固态增殖剂包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/科研机构
中子倍增材料,包层与能量转换,固态增殖剂包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/科研机构
铍中子倍增,包层与能量转换,固态增殖剂包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/科研机构
液态金属增殖包层,包层与能量转换,液态金属与熔盐包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/资本研报
锂铅包层,包层与能量转换,液态金属与熔盐包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/资本研报
铅锂共晶,包层与能量转换,液态金属与熔盐包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/资本研报
LiPb包层,包层与能量转换,液态金属与熔盐包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/资本研报
HCLL包层,包层与能量转换,液态金属与熔盐包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/资本研报
WCLL包层,包层与能量转换,液态金属与熔盐包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/资本研报
DCLL包层,包层与能量转换,液态金属与熔盐包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/资本研报
液态锂包层,包层与能量转换,液态金属与熔盐包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/资本研报
熔盐增殖包层,包层与能量转换,液态金属与熔盐包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/资本研报
FLiBe包层,包层与能量转换,液态金属与熔盐包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/资本研报
氟锂铍熔盐,包层与能量转换,液态金属与熔盐包层,燃料循环与能量转换,4,core,无需上下文,ITER/UKAEA/资本研报
聚变包层冷却,包层与能量转换,热工水力与发电循环,燃料循环与能量转换,3,contextual,需核聚变上下文,附件论文/ITER/UKAEA
包层热工水力,包层与能量转换,热工水力与发电循环,燃料循环与能量转换,3,contextual,需核聚变上下文,附件论文/ITER/UKAEA
聚变堆氦冷却,包层与能量转换,热工水力与发电循环,燃料循环与能量转换,3,contextual,需核聚变上下文,附件论文/ITER/UKAEA
聚变堆水冷却,包层与能量转换,热工水力与发电循环,燃料循环与能量转换,3,contextual,需核聚变上下文,附件论文/ITER/UKAEA
聚变堆熔盐冷却,包层与能量转换,热工水力与发电循环,燃料循环与能量转换,3,contextual,需核聚变上下文,附件论文/ITER/UKAEA
聚变热交换器,包层与能量转换,热工水力与发电循环,燃料循环与能量转换,3,contextual,需核聚变上下文,附件论文/ITER/UKAEA
聚变蒸汽发生器,包层与能量转换,热工水力与发电循环,燃料循环与能量转换,3,contextual,需核聚变上下文,附件论文/ITER/UKAEA
聚变布雷顿循环,包层与能量转换,热工水力与发电循环,燃料循环与能量转换,3,contextual,需核聚变上下文,附件论文/ITER/UKAEA
聚变朗肯循环,包层与能量转换,热工水力与发电循环,燃料循环与能量转换,3,contextual,需核聚变上下文,附件论文/ITER/UKAEA
聚变热电转换,包层与能量转换,热工水力与发电循环,燃料循环与能量转换,3,contextual,需核聚变上下文,附件论文/ITER/UKAEA
聚变氚增殖,燃料循环,氚增殖与提取,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA
锂六产氚,燃料循环,氚增殖与提取,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA
氚增殖材料,燃料循环,氚增殖与提取,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA
氚提取系统,燃料循环,氚增殖与提取,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA
包层氚提取,燃料循环,氚增殖与提取,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA
氚渗透,燃料循环,氚增殖与提取,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA
氚渗透屏障,燃料循环,氚增殖与提取,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA
氚滞留,燃料循环,氚增殖与提取,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA
氚回收,燃料循环,氚增殖与提取,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA
氚迁移,燃料循环,氚增殖与提取,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/UKAEA
聚变氚处理,燃料循环,氚处理与同位素分离,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/资本研报
氚燃料循环,燃料循环,氚处理与同位素分离,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/资本研报
氘氚燃料循环,燃料循环,氚处理与同位素分离,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/资本研报
氢同位素分离,燃料循环,氚处理与同位素分离,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/资本研报
低温精馏氚,燃料循环,氚处理与同位素分离,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/资本研报
氚浓缩,燃料循环,氚处理与同位素分离,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/资本研报
氚纯化,燃料循环,氚处理与同位素分离,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/资本研报
氚水处理,燃料循环,氚处理与同位素分离,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/资本研报
除氚系统,燃料循环,氚处理与同位素分离,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/资本研报
去氚系统,燃料循环,氚处理与同位素分离,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/资本研报
氚监测,燃料循环,氚处理与同位素分离,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/资本研报
氚计量,燃料循环,氚处理与同位素分离,燃料循环与能量转换,5,core,无需上下文,附件论文/ITER/资本研报
聚变低活化钢,聚变材料,低活化结构材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
低活化铁素体马氏体钢,聚变材料,低活化结构材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
RAFM钢,聚变材料,低活化结构材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
CLAM钢,聚变材料,低活化结构材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
EUROFER钢,聚变材料,低活化结构材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
F82H钢,聚变材料,低活化结构材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
聚变结构材料,聚变材料,低活化结构材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
低活化材料,聚变材料,低活化结构材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
纳米析出强化钢,聚变材料,低活化结构材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
ODS钢聚变,聚变材料,低活化结构材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
聚变钨材料,聚变材料,难熔与复合材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
聚变用钨合金,聚变材料,难熔与复合材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
钨基第一壁,聚变材料,难熔与复合材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
钨纤维增强钨,聚变材料,难熔与复合材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
钨铜复合材料,聚变材料,难熔与复合材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
铜铬锆合金聚变,聚变材料,难熔与复合材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
SiC/SiC聚变,聚变材料,难熔与复合材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
碳化硅复合材料聚变,聚变材料,难熔与复合材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
钒合金聚变,聚变材料,难熔与复合材料,关键材料与部件,4,core,无需上下文,附件论文/ITER/资本研报
聚变中子辐照,聚变材料,辐照损伤,关键材料与部件,4,contextual,需核聚变上下文,附件论文/IFMIF/科研机构
14MeV中子辐照,聚变材料,辐照损伤,关键材料与部件,4,contextual,需核聚变上下文,附件论文/IFMIF/科研机构
聚变材料辐照,聚变材料,辐照损伤,关键材料与部件,4,contextual,需核聚变上下文,附件论文/IFMIF/科研机构
位移损伤,聚变材料,辐照损伤,关键材料与部件,4,contextual,需核聚变上下文,附件论文/IFMIF/科研机构
dpa损伤,聚变材料,辐照损伤,关键材料与部件,4,contextual,需核聚变上下文,附件论文/IFMIF/科研机构
氦脆,聚变材料,辐照损伤,关键材料与部件,4,contextual,需核聚变上下文,附件论文/IFMIF/科研机构
氢氦协同效应,聚变材料,辐照损伤,关键材料与部件,4,contextual,需核聚变上下文,附件论文/IFMIF/科研机构
辐照肿胀,聚变材料,辐照损伤,关键材料与部件,4,contextual,需核聚变上下文,附件论文/IFMIF/科研机构
辐照蠕变,聚变材料,辐照损伤,关键材料与部件,4,contextual,需核聚变上下文,附件论文/IFMIF/科研机构
聚变材料活化,聚变材料,辐照损伤,关键材料与部件,4,contextual,需核聚变上下文,附件论文/IFMIF/科研机构
中子嬗变,聚变材料,辐照损伤,关键材料与部件,4,contextual,需核聚变上下文,附件论文/IFMIF/科研机构
聚变线圈电源,电源与脉冲功率,线圈与加热电源,配套系统,3,core,无需上下文,附件论文/ITER/资本研报
托卡马克磁体电源,电源与脉冲功率,线圈与加热电源,配套系统,3,core,无需上下文,附件论文/ITER/资本研报
聚变脉冲电源,电源与脉冲功率,线圈与加热电源,配套系统,3,core,无需上下文,附件论文/ITER/资本研报
聚变电源系统,电源与脉冲功率,线圈与加热电源,配套系统,3,core,无需上下文,附件论文/ITER/资本研报
聚变整流电源,电源与脉冲功率,线圈与加热电源,配套系统,3,core,无需上下文,附件论文/ITER/资本研报
聚变高压电源,电源与脉冲功率,线圈与加热电源,配套系统,3,core,无需上下文,附件论文/ITER/资本研报
聚变射频电源,电源与脉冲功率,线圈与加热电源,配套系统,3,core,无需上下文,附件论文/ITER/资本研报
聚变电源保护,电源与脉冲功率,线圈与加热电源,配套系统,3,core,无需上下文,附件论文/ITER/资本研报
无功补偿聚变,电源与脉冲功率,线圈与加热电源,配套系统,3,core,无需上下文,附件论文/ITER/资本研报
聚变脉冲储能,电源与脉冲功率,储能与脉冲成形,配套系统,3,core,无需上下文,附件论文/资本研报
托卡马克储能,电源与脉冲功率,储能与脉冲成形,配套系统,3,core,无需上下文,附件论文/资本研报
聚变飞轮储能,电源与脉冲功率,储能与脉冲成形,配套系统,3,core,无需上下文,附件论文/资本研报
聚变电容储能,电源与脉冲功率,储能与脉冲成形,配套系统,3,core,无需上下文,附件论文/资本研报
脉冲成形网络聚变,电源与脉冲功率,储能与脉冲成形,配套系统,3,core,无需上下文,附件论文/资本研报
聚变磁体放电电阻,电源与脉冲功率,储能与脉冲成形,配套系统,3,core,无需上下文,附件论文/资本研报
聚变电网冲击抑制,电源与脉冲功率,储能与脉冲成形,配套系统,3,core,无需上下文,附件论文/资本研报
聚变低温系统,低温冷却与辅助系统,低温冷却,配套系统,3,core,无需上下文,附件论文/ITER
聚变氦制冷,低温冷却与辅助系统,低温冷却,配套系统,3,core,无需上下文,附件论文/ITER
托卡马克低温系统,低温冷却与辅助系统,低温冷却,配套系统,3,core,无需上下文,附件论文/ITER
聚变低温工厂,低温冷却与辅助系统,低温冷却,配套系统,3,core,无需上下文,附件论文/ITER
聚变冷却水系统,低温冷却与辅助系统,低温冷却,配套系统,3,core,无需上下文,附件论文/ITER
托卡马克冷却,低温冷却与辅助系统,低温冷却,配套系统,3,core,无需上下文,附件论文/ITER
聚变热排出,低温冷却与辅助系统,低温冷却,配套系统,3,core,无需上下文,附件论文/ITER
聚变余热排出,低温冷却与辅助系统,低温冷却,配套系统,3,core,无需上下文,附件论文/ITER
聚变装置精密制造,制造运维与机器人,精密制造与检测,工程制造与服务,3,contextual,需核聚变上下文,附件论文/资本研报
聚变堆增材制造,制造运维与机器人,精密制造与检测,工程制造与服务,3,contextual,需核聚变上下文,附件论文/资本研报
聚变部件3D打印,制造运维与机器人,精密制造与检测,工程制造与服务,3,contextual,需核聚变上下文,附件论文/资本研报
聚变真空焊接,制造运维与机器人,精密制造与检测,工程制造与服务,3,contextual,需核聚变上下文,附件论文/资本研报
聚变部件无损检测,制造运维与机器人,精密制造与检测,工程制造与服务,3,contextual,需核聚变上下文,附件论文/资本研报
聚变部件热等静压,制造运维与机器人,精密制造与检测,工程制造与服务,3,contextual,需核聚变上下文,附件论文/资本研报
聚变部件连接,制造运维与机器人,精密制造与检测,工程制造与服务,3,contextual,需核聚变上下文,附件论文/资本研报
聚变装置装配,制造运维与机器人,精密制造与检测,工程制造与服务,3,contextual,需核聚变上下文,附件论文/资本研报
聚变远程维护,制造运维与机器人,遥操作与维护,工程制造与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变遥操作,制造运维与机器人,遥操作与维护,工程制造与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变遥处理,制造运维与机器人,遥操作与维护,工程制造与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变热室,制造运维与机器人,遥操作与维护,工程制造与服务,3,core,无需上下文,附件论文/ITER/UKAEA
托卡马克检修机器人,制造运维与机器人,遥操作与维护,工程制造与服务,3,core,无需上下文,附件论文/ITER/UKAEA
偏滤器维护机器人,制造运维与机器人,遥操作与维护,工程制造与服务,3,core,无需上下文,附件论文/ITER/UKAEA
真空室内机器人,制造运维与机器人,遥操作与维护,工程制造与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变远程切割,制造运维与机器人,遥操作与维护,工程制造与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变远程焊接,制造运维与机器人,遥操作与维护,工程制造与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变安全分析,安全可靠性与监管,聚变安全,安全与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变堆事故分析,安全可靠性与监管,聚变安全,安全与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变核安全,安全可靠性与监管,聚变安全,安全与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变纵深防御,安全可靠性与监管,聚变安全,安全与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变放射性包容,安全可靠性与监管,聚变安全,安全与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变衰变热,安全可靠性与监管,聚变安全,安全与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变放射性粉尘,安全可靠性与监管,聚变安全,安全与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变安全屏障,安全可靠性与监管,聚变安全,安全与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变源项,安全可靠性与监管,聚变安全,安全与服务,3,core,无需上下文,附件论文/ITER/UKAEA
聚变RAMI,安全可靠性与监管,RAMI与许可,安全与服务,3,core,无需上下文,附件论文/ITER
聚变可靠性,安全可靠性与监管,RAMI与许可,安全与服务,3,core,无需上下文,附件论文/ITER
聚变可用性,安全可靠性与监管,RAMI与许可,安全与服务,3,core,无需上下文,附件论文/ITER
聚变可维护性,安全可靠性与监管,RAMI与许可,安全与服务,3,core,无需上下文,附件论文/ITER
聚变可检查性,安全可靠性与监管,RAMI与许可,安全与服务,3,core,无需上下文,附件论文/ITER
聚变质量保证,安全可靠性与监管,RAMI与许可,安全与服务,3,core,无需上下文,附件论文/ITER
聚变堆许可,安全可靠性与监管,RAMI与许可,安全与服务,3,core,无需上下文,附件论文/ITER
聚变监管,安全可靠性与监管,RAMI与许可,安全与服务,3,core,无需上下文,附件论文/ITER
聚变标准,安全可靠性与监管,RAMI与许可,安全与服务,3,core,无需上下文,附件论文/ITER
聚变核级鉴定,安全可靠性与监管,RAMI与许可,安全与服务,3,core,无需上下文,附件论文/ITER
聚变示范堆,应用与示范,示范与商业化,终端应用,4,core,无需上下文,附件论文/IAEA/资本研报
聚变工程实验堆,应用与示范,示范与商业化,终端应用,4,core,无需上下文,附件论文/IAEA/资本研报
聚变实验堆,应用与示范,示范与商业化,终端应用,4,core,无需上下文,附件论文/IAEA/资本研报
聚变原型堆,应用与示范,示范与商业化,终端应用,4,core,无需上下文,附件论文/IAEA/资本研报
聚变商业堆,应用与示范,示范与商业化,终端应用,4,core,无需上下文,附件论文/IAEA/资本研报
聚变示范电站,应用与示范,示范与商业化,终端应用,4,core,无需上下文,附件论文/IAEA/资本研报
聚变并网发电,应用与示范,示范与商业化,终端应用,4,core,无需上下文,附件论文/IAEA/资本研报
聚变商业化,应用与示范,示范与商业化,终端应用,4,core,无需上下文,附件论文/IAEA/资本研报
聚变工业供热,应用与示范,非电应用,终端应用,2,core,无需上下文,附件论文/IAEA/科研机构
聚变制氢,应用与示范,非电应用,终端应用,2,core,无需上下文,附件论文/IAEA/科研机构
聚变中子源,应用与示范,非电应用,终端应用,2,core,无需上下文,附件论文/IAEA/科研机构
聚变材料试验中子源,应用与示范,非电应用,终端应用,2,core,无需上下文,附件论文/IAEA/科研机构
聚变同位素生产,应用与示范,非电应用,终端应用,2,core,无需上下文,附件论文/IAEA/科研机构
聚变航天推进,应用与示范,非电应用,终端应用,2,core,无需上下文,附件论文/IAEA/科研机构
聚变推进器,应用与示范,非电应用,终端应用,2,core,无需上下文,附件论文/IAEA/科研机构
聚变废物嬗变,应用与示范,非电应用,终端应用,2,core,无需上下文,附件论文/IAEA/科研机构
超导磁体,磁体与超导系统,上下文通用磁体与导体,主机关键系统,4,contextual,需核聚变上下文,ITER/科研论文/资本研报
高温超导磁体,磁体与超导系统,上下文通用磁体与导体,主机关键系统,4,contextual,需核聚变上下文,ITER/科研论文/资本研报
高场磁体,磁体与超导系统,上下文通用磁体与导体,主机关键系统,4,contextual,需核聚变上下文,ITER/科研论文/资本研报
REBCO带材,磁体与超导系统,上下文通用磁体与导体,主机关键系统,4,contextual,需核聚变上下文,ITER/科研论文/资本研报
REBCO磁体,磁体与超导系统,上下文通用磁体与导体,主机关键系统,4,contextual,需核聚变上下文,ITER/科研论文/资本研报
Nb3Sn导体,磁体与超导系统,上下文通用磁体与导体,主机关键系统,4,contextual,需核聚变上下文,ITER/科研论文/资本研报
NbTi导体,磁体与超导系统,上下文通用磁体与导体,主机关键系统,4,contextual,需核聚变上下文,ITER/科研论文/资本研报
超导线圈,磁体与超导系统,上下文通用磁体与导体,主机关键系统,4,contextual,需核聚变上下文,ITER/科研论文/资本研报
超导接头,磁体与超导系统,上下文通用磁体与导体,主机关键系统,4,contextual,需核聚变上下文,ITER/科研论文/资本研报
